,ID,Name,Height,Birthday
45,/players/d/dinwisp01.html,"
Spencer Dinwiddie
",77,1993-04-06
46,/players/g/gilgesh01.html,"
Shai Gilgeous-Alexander
",77,1998-07-12
47,/players/b/belinma01.html,"
Marco Belinelli
",77,1986-03-25
48,/players/w/wilsodj01.html,"
D.J. Wilson
",82,1996-02-19
49,/players/m/mclaujo01.html,"
Jordan McLaughlin
",71,1996-04-09
50,/players/w/whiteco01.html,"
Coby White
",76,2000-02-16
51,/players/l/lopezbr01.html,"
Brook Lopez
",84,1988-04-01
52,/players/s/samanlu01.html,"
Luka Šamanić
",82,2000-01-09
53,/players/m/milescj01.html,"
C.J. Miles
",78,1987-03-18
54,/players/s/swanica01.html,"
Caleb Swanigan
",81,1997-04-18
55,/players/n/niangge01.html,"
Georges Niang
",79,1993-06-17
56,/players/c/carrode01.html,"
DeMarre Carroll
",78,1986-07-27
57,/players/b/baynear01.html,"
Aron Baynes
",82,1986-12-09
58,/players/j/jordade01.html,"
DeAndre Jordan
",83,1988-07-21
59,/players/c/clevean01.html,"
Antonius Cleveland
",77,1994-02-02
60,/players/t/theisda01.html,"
Daniel Theis
",80,1992-04-04
61,/players/h/harriga01.html,"
Gary Harris
",76,1994-09-14
62,/players/g/gasolma01.html,"
Marc Gasol
",83,1985-01-29
63,/players/j/jeffrda01.html,"
DaQuan Jeffries
",77,1997-08-30
64,/players/j/jacksja02.html,"
Jaren Jackson Jr.
",83,1999-09-15
65,/players/d/doncilu01.html,"
Luka Dončić
",79,1999-02-28
66,/players/w/wiggian01.html,"
Andrew Wiggins
",79,1995-02-23
67,/players/n/nurkiju01.html,"
Jusuf Nurkić
",84,1994-08-23
68,/players/w/walkelo01.html,"
Lonnie Walker
",77,1998-12-14
69,/players/w/walkeke02.html,"
Kemba Walker
",72,1990-05-08
70,/players/b/breweco01.html,"
Corey Brewer
",81,1986-03-05
71,/players/d/davised01.html,"
Ed Davis
",81,1989-06-05
72,/players/m/mckinal01.html,"
Alfonzo McKinnie
",79,1992-09-17
73,/players/h/hieldbu01.html,"
Buddy Hield
",76,1992-12-17
74,/players/r/robinje01.html,"
Jerome Robinson
",76,1997-02-22
75,/players/h/hillge01.html,"
George Hill
",75,1986-05-04
76,/players/k/kanteen01.html,"
Enes Kanter
",82,1992-05-20
77,/players/r/reavejo02.html,"
Josh Reaves
",76,1997-06-04
78,/players/r/robindu01.html,"
Duncan Robinson
",79,1994-04-22
79,/players/r/robingl02.html,"
Glenn Robinson III
",78,1994-01-08
80,/players/b/bendedr01.html,"
Dragan Bender
",84,1997-11-17
81,/players/p/pondssh01.html,"
Shamorie Ponds
",72,1998-06-29
82,/players/m/mcgruro01.html,"
Rodney McGruder
",76,1991-07-29
83,/players/o/okoboel01.html,"
Elie Okobo
",75,1997-10-23
84,/players/m/mooreet01.html,"
E'Twaun Moore
",75,1989-02-25
85,/players/l/lawvi01.html,"
Vic Law
",79,1995-12-19
86,/players/h/hardeja01.html,"
James Harden
",77,1989-08-26
87,/players/c/collijo01.html,"
John Collins
",81,1997-09-23
88,/players/m/muldemy01.html,"
Mychal Mulder
",76,1994-06-12
89,/players/l/loveke01.html,"
Kevin Love
",80,1988-09-07
90,/players/c/chrisma01.html,"
Marquese Chriss
",81,1997-07-02
91,/players/m/moranja01.html,"
Ja Morant
",75,1999-08-10
92,/players/p/pattepa01.html,"
Patrick Patterson
",80,1989-03-14
93,/players/h/hoodro01.html,"
Rodney Hood
",80,1992-10-20
94,/players/g/grantje02.html,"
Jerian Grant
",76,1992-10-09
95,/players/t/tuckera01.html,"
Rayjon Tucker
",77,1997-09-24
96,/players/b/bowmaky01.html,"
Ky Bowman
",73,1997-06-16
97,/players/r/richajo01.html,"
Josh Richardson
",77,1993-09-15
98,/players/l/looneke01.html,"
Kevon Looney
",81,1996-02-06
99,/players/v/vonleno01.html,"
Noah Vonleh
",82,1995-08-24
100,/players/p/paytoga02.html,"
Gary Payton II
",75,1992-12-01
101,/players/d/doumbse01.html,"
Sekou Doumbouya
",80,2000-12-23
102,/players/l/langfro01.html,"
Romeo Langford
",76,1999-10-25
103,/players/s/strusma01.html,"
Max Strus
",78,1996-03-28
104,/players/j/jokicni01.html,"
Nikola Jokić
",84,1995-02-19
105,/players/t/turneev01.html,"
Evan Turner
",78,1988-10-27
106,/players/h/harremo01.html,"
Montrezl Harrell
",79,1994-01-26
107,/players/d/divindo01.html,"
Donte DiVincenzo
",76,1997-01-31
108,/players/v/vucevni01.html,"
Nikola Vučević
",83,1990-10-24
109,/players/p/powelno01.html,"
Norman Powell
",75,1993-05-25
110,/players/a/aminual01.html,"
Al-Farouq Aminu
",80,1990-09-21
111,/players/n/noelne01.html,"
Nerlens Noel
",82,1994-04-10
112,/players/j/johnsal02.html,"
Alize Johnson
",79,1996-04-22
113,/players/l/leeco01.html,"
Courtney Lee
",77,1985-10-03
114,/players/w/williro04.html,"
Robert Williams
",80,1997-10-17
115,/players/c/caulewi01.html,"
Willie Cauley-Stein
",84,1993-08-18
116,/players/f/ferreyo01.html,"
Yogi Ferrell
",72,1993-05-09
117,/players/s/sextoco01.html,"
Collin Sexton
",73,1999-01-04
118,/players/j/jonesde02.html,"
Derrick Jones Jr.
",78,1997-02-15
119,/players/n/newmama01.html,"
Malik Newman
",75,1997-02-21
120,/players/m/morrima02.html,"
Markieff Morris
",80,1989-09-02
121,/players/s/sampsja02.html,"
JaKarr Sampson
",79,1993-03-20
122,/players/h/howarwi01.html,"
William Howard
",80,1993-10-25
123,/players/p/porzikr01.html,"
Kristaps Porziņģis
",87,1995-08-02
124,/players/b/burksal01.html,"
Alec Burks
",78,1991-07-20
125,/players/j/jamesle01.html,"
LeBron James
",81,1984-12-30
126,/players/c/cartevi01.html,"
Vince Carter
",78,1977-01-26
127,/players/c/chandwi01.html,"
Wilson Chandler
",80,1987-05-10
128,/players/b/biyombi01.html,"
Bismack Biyombo
",80,1992-08-28
129,/players/t/templga01.html,"
Garrett Temple
",77,1986-05-08
130,/players/g/greenje02.html,"
Jeff Green
",80,1986-08-28
131,/players/m/miltosh01.html,"
Shake Milton
",77,1996-09-26
132,/players/m/mathega01.html,"
Garrison Mathews
",77,1996-10-24
133,/players/c/crowdja01.html,"
Jae Crowder
",78,1990-07-06
134,/players/p/portemi01.html,"
Michael Porter Jr.
",82,1998-06-29
135,/players/c/carteje01.html,"
Jevon Carter
",73,1995-09-14
136,/players/k/kinglo02.html,"
Louis King
",79,1999-04-06
137,/players/j/jacksfr01.html,"
Frank Jackson
",75,1998-05-04
138,/players/w/watanyu01.html,"
Yuta Watanabe
",80,1994-10-13
139,/players/h/harrijo01.html,"
Joe Harris
",78,1991-09-06
140,/players/h/hernaju01.html,"
Juan Hernangómez
",81,1995-09-28
141,/players/i/ingrabr01.html,"
Brandon Ingram
",79,1997-09-02
142,/players/d/daviste02.html,"
Terence Davis
",76,1997-05-16
143,/players/s/simmobe01.html,"
Ben Simmons
",82,1996-07-20
144,/players/m/makerth01.html,"
Thon Maker
",84,1997-02-25
145,/players/b/bridgmi01.html,"
Mikal Bridges
",78,1996-08-30
146,/players/p/poweldw01.html,"
Dwight Powell
",82,1991-07-20
147,/players/z/zellety01.html,"
Tyler Zeller
",84,1990-01-17
148,/players/s/silvach01.html,"
Chris Silva
",80,1996-09-19
149,/players/g/gaffoda01.html,"
Daniel Gafford
",82,1998-10-01
150,/players/c/cheatzy01.html,"
Zylan Cheatham
",77,1995-11-17
151,/players/c/cabocbr01.html,"
Bruno Caboclo
",81,1995-09-21
152,/players/m/mitchdo01.html,"
Donovan Mitchell
",73,1996-09-07
153,/players/m/magetjo01.html,"
Josh Magette
",73,1989-11-28
154,/players/b/birchkh01.html,"
Khem Birch
",81,1992-09-28
155,/players/n/noahjo01.html,"
Joakim Noah
",83,1985-02-25
156,/players/s/sumneed01.html,"
Edmond Sumner
",76,1995-12-31
157,/players/b/brownmo01.html,"
Moses Brown
",86,1999-10-13
158,/players/c/cookty01.html,"
Tyler Cook
",80,1997-09-23
159,/players/i/isaacjo01.html,"
Jonathan Isaac
",83,1997-10-03
160,/players/w/whiteha01.html,"
Hassan Whiteside
",84,1989-06-13
161,/players/p/payneca01.html,"
Cameron Payne
",75,1994-08-08
162,/players/h/hardati02.html,"
Tim Hardaway Jr.
",77,1992-03-16
163,/players/j/johnsbj01.html,"
B.J. Johnson
",79,1995-12-21
164,/players/h/huertke01.html,"
Kevin Huerter
",79,1998-08-27
165,/players/f/frazimi01.html,"
Michael Frazier
",75,1994-03-08
166,/players/c/clarkjo01.html,"
Jordan Clarkson
",76,1992-06-07
167,/players/j/jacksju01.html,"
Justin Jackson
",79,1995-03-28
168,/players/h/hartjo01.html,"
Josh Hart
",77,1995-03-06
169,/players/a/allengr01.html,"
Grayson Allen
",76,1995-10-08
170,/players/m/meltode01.html,"
De'Anthony Melton
",74,1998-05-28
171,/players/e/embiijo01.html,"
Joel Embiid
",84,1994-03-16
172,/players/b/brookdi01.html,"
Dillon Brooks
",79,1996-01-22
173,/players/b/bonejo01.html,"
Jordan Bone
",75,1997-11-05
174,/players/a/anderry01.html,"
Ryan Anderson
",81,1988-05-06
175,/players/e/exumda01.html,"
Dante Exum
",77,1995-07-13
176,/players/b/bolbo01.html,"
Bol Bol
",86,1999-11-16
177,/players/h/harpeja01.html,"
Jared Harper
",71,1997-09-14
178,/players/s/smithzh01.html,"
Zhaire Smith
",75,1999-06-04
179,/players/e/eubandr01.html,"
Drew Eubanks
",81,1997-02-01
180,/players/o/onealro01.html,"
Royce O'Neale
",76,1993-06-05
181,/players/k/kiddgmi01.html,"
Michael Kidd-Gilchrist
",78,1993-09-26
182,/players/v/vincega01.html,"
Gabe Vincent
",75,1996-06-14
183,/players/w/wanambr01.html,"
Brad Wanamaker
",75,1989-07-25
184,/players/a/anthoca01.html,"
Carmelo Anthony
",80,1984-05-29
185,/players/t/townska01.html,"
Karl-Anthony Towns
",83,1995-11-15
186,/players/c/chiozch01.html,"
Chris Chiozza
",71,1995-11-21
187,/players/o/osmande01.html,"
Cedi Osman
",79,1995-04-08
188,/players/j/jacksjo02.html,"
Josh Jackson
",80,1997-02-10
189,/players/d/danietr01.html,"
Troy Daniels
",76,1991-07-15
190,/players/m/markkla01.html,"
Lauri Markkanen
",84,1997-05-22
191,/players/a/adebaba01.html,"
Bam Adebayo
",81,1997-07-18
192,/players/j/johnsca02.html,"
Cameron Johnson
",80,1996-03-03
193,/players/p/portibo01.html,"
Bobby Portis
",82,1995-02-10
194,/players/m/musadz01.html,"
Džanan Musa
",81,1999-05-08
195,/players/p/pascher01.html,"
Eric Paschall
",78,1996-11-04
196,/players/h/howardw01.html,"
Dwight Howard
",82,1985-12-08
197,/players/e/evansja02.html,"
Jacob Evans
",76,1997-06-18
198,/players/r/robyis01.html,"
Isaiah Roby
",80,1998-02-03
199,/players/c/clarkga01.html,"
Gary Clark
",78,1994-11-16
200,/players/g/greendr01.html,"
Draymond Green
",78,1990-03-04
201,/players/j/jonesda03.html,"
Damian Jones
",83,1995-06-30
202,/players/h/hillso01.html,"
Solomon Hill
",78,1991-03-18
203,/players/t/turnemy01.html,"
Myles Turner
",83,1996-03-24
204,/players/b/brantja01.html,"
Jarrell Brantley
",77,1996-06-07
205,/players/p/pelleno01.html,"
Norvel Pelle
",82,1993-02-03
206,/players/h/hernade01.html,"
Dewan Hernandez
",82,1996-12-09
207,/players/c/chandty01.html,"
Tyson Chandler
",84,1982-10-02
208,/players/j/josepco01.html,"
Cory Joseph
",75,1991-08-20
209,/players/a/alexani01.html,"
Nickeil Alexander-Walker
",77,1998-09-02
210,/players/s/shayoma01.html,"
Marial Shayok
",77,1995-07-26
211,/players/b/bledser01.html,"
Eric Bledsoe
",73,1989-12-09
212,/players/d/diallch01.html,"
Cheick Diallo
",80,1996-09-13
213,/players/a/arcidry01.html,"
Ryan Arcidiacono
",75,1994-03-26
214,/players/b/belljo01.html,"
Jordan Bell
",80,1995-01-07
215,/players/c/crabbal01.html,"
Allen Crabbe
",77,1992-04-09
216,/players/i/iguodan01.html,"
Andre Iguodala
",78,1984-01-28
217,/players/l/leoname01.html,"
Meyers Leonard
",84,1992-02-27
218,/players/b/burketr01.html,"
Trey Burke
",72,1992-11-12
219,/players/h/hutchch01.html,"
Chandler Hutchison
",79,1996-04-26
220,/players/i/ilyaser01.html,"
Ersan İlyasova
",81,1987-05-15
221,/players/b/bryanth01.html,"
Thomas Bryant
",82,1997-07-31
222,/players/m/middlkh01.html,"
Khris Middleton
",79,1991-08-12
223,/players/g/guyky01.html,"
Kyle Guy
",73,1997-08-11
224,/players/g/garlada01.html,"
Darius Garland
",73,2000-01-26
225,/players/e/ellinwa01.html,"
Wayne Ellington
",76,1987-11-29
226,/players/p/poirivi01.html,"
Vincent Poirier
",84,1993-10-17
227,/players/m/mccontj01.html,"
T.J. McConnell
",73,1992-03-25
228,/players/w/willilo02.html,"
Lou Williams
",73,1986-10-27
229,/players/b/brazdig01.html,"
Ignas Brazdeikis
",78,1999-01-08
230,/players/g/grantje01.html,"
Jerami Grant
",80,1994-03-12
231,/players/a/augusdj01.html,"
D.J. Augustin
",71,1987-11-10
232,/players/k/konchjo01.html,"
John Konchar
",77,1996-03-22
233,/players/b/bambamo01.html,"
Mo Bamba
",84,1998-05-12
234,/players/w/winslju01.html,"
Justise Winslow
",78,1996-03-26
235,/players/w/wallaty01.html,"
Tyrone Wallace
",77,1994-06-10
236,/players/g/gallola01.html,"
Langston Galloway
",73,1991-12-09
237,/players/b/bouchch01.html,"
Chris Boucher
",81,1993-01-11
238,/players/p/paytoel01.html,"
Elfrid Payton
",75,1994-02-22
239,/players/s/schofad01.html,"
Admiral Schofield
",77,1997-03-30
240,/players/m/moonema01.html,"
Matt Mooney
",75,1997-02-07
241,/players/j/jonesty01.html,"
Tyus Jones
",72,1996-05-10
242,/players/b/beaslma01.html,"
Malik Beasley
",76,1996-11-26
243,/players/m/martica02.html,"
Caleb Martin
",77,1995-09-28
244,/players/n/naderab01.html,"
Abdel Nader
",77,1993-09-25
245,/players/n/nunnke01.html,"
Kendrick Nunn
",74,1995-08-03
246,/players/r/robinju01.html,"
Justin Robinson
",73,1997-10-12
247,/players/g/grayjo01.html,"
Josh Gray
",72,1993-09-09
248,/players/b/batumni01.html,"
Nicolas Batum
",81,1988-12-14
249,/players/m/mcraejo01.html,"
Jordan McRae
",77,1991-03-28
250,/players/l/littlna01.html,"
Nassir Little
",77,2000-02-11
251,/players/o/olynyke01.html,"
Kelly Olynyk
",83,1991-04-19
252,/players/h/harklma01.html,"
Maurice Harkless
",79,1993-05-11
253,/players/r/reddica01.html,"
Cam Reddish
",80,1999-09-01
254,/players/b/baglema01.html,"
Marvin Bagley III
",83,1999-03-14
255,/players/d/davisan02.html,"
Anthony Davis
",82,1993-03-11
256,/players/c/coffeam01.html,"
Amir Coffey
",79,1997-06-17
257,/players/z/zubaciv01.html,"
Ivica Zubac
",84,1997-03-18
258,/players/h/houseda01.html,"
Danuel House
",78,1993-06-07
259,/players/w/willigr01.html,"
Grant Williams
",78,1998-11-30
260,/players/e/ennisja01.html,"
James Ennis
",78,1990-07-01
261,/players/h/hachiru01.html,"
Rui Hachimura
",80,1998-02-08
262,/players/c/capelca01.html,"
Clint Capela
",82,1994-05-18
263,/players/t/tatumja01.html,"
Jayson Tatum
",80,1998-03-03
264,/players/m/mcgeeja01.html,"
JaVale McGee
",84,1988-01-19
265,/players/w/willijo04.html,"
Johnathan Williams
",81,1995-05-22
266,/players/b/barrerj01.html,"
RJ Barrett
",78,2000-06-14
267,/players/b/browntr01.html,"
Troy Brown Jr.
",78,1999-07-28
268,/players/h/holidjr01.html,"
Jrue Holiday
",75,1990-06-12
269,/players/k/korveky01.html,"
Kyle Korver
",79,1981-03-17
270,/players/d/diallha01.html,"
Hamidou Diallo
",77,1998-07-31
271,/players/d/drumman01.html,"
Andre Drummond
",82,1993-08-10
272,/players/r/rondora01.html,"
Rajon Rondo
",73,1986-02-22
273,/players/i/inglejo01.html,"
Joe Ingles
",79,1987-10-02
274,/players/h/hezonma01.html,"
Mario Hezonja
",80,1995-02-25
275,/players/m/maconda01.html,"
Daryl Macon
",74,1995-11-29
276,/players/r/rosede01.html,"
Derrick Rose
",74,1988-10-04
277,/players/l/lylestr01.html,"
Trey Lyles
",81,1995-11-05
278,/players/b/balllo01.html,"
Lonzo Ball
",78,1997-10-27
279,/players/b/bradlav01.html,"
Avery Bradley
",75,1990-11-26
280,/players/m/morrimo01.html,"
Monte Morris
",74,1995-06-27
281,/players/b/boldejo01.html,"
Jonah Bolden
",80,1996-01-02
282,/players/k/korkmfu01.html,"
Furkan Korkmaz
",79,1997-07-24
283,/players/d/dunnkr01.html,"
Kris Dunn
",75,1994-03-18
284,/players/r/redicjj01.html,"
J.J. Redick
",75,1984-06-24
285,/players/m/martico01.html,"
Cody Martin
",77,1995-09-28
286,/players/b/bullore01.html,"
Reggie Bullock
",78,1991-03-16
287,/players/a/aldrila01.html,"
LaMarcus Aldridge
",83,1985-07-19
288,/players/r/roberan03.html,"
Andre Roberson
",79,1991-12-04
289,/players/b/bembrde01.html,"
DeAndre' Bembry
",77,1994-07-04
290,/players/h/hayesja02.html,"
Jaxson Hayes
",83,2000-05-23
291,/players/f/favorde01.html,"
Derrick Favors
",81,1991-07-15
292,/players/c/cacokde01.html,"
Devontae Cacok
",79,1996-10-08
293,/players/p/pinsoth01.html,"
Theo Pinson
",77,1995-11-05
294,/players/r/randlju01.html,"
Julius Randle
",80,1994-11-29
295,/players/j/johnsst04.html,"
Stanley Johnson
",78,1996-05-29
296,/players/k/kaminfr01.html,"
Frank Kaminsky
",84,1993-04-04
297,/players/b/barneha02.html,"
Harrison Barnes
",80,1992-05-30
298,/players/m/mclembe01.html,"
Ben McLemore
",75,1993-02-11
299,/players/n/napiesh01.html,"
Shabazz Napier
",72,1991-07-14
300,/players/p/pasecan01.html,"
Anžejs Pasečņiks
",85,1995-12-20
301,/players/m/millspa01.html,"
Paul Millsap
",79,1985-02-10
302,/players/o/okafoja01.html,"
Jahlil Okafor
",82,1995-12-15
303,/players/b/bongais01.html,"
Isaac Bonga
",80,1999-11-08
304,/players/w/weathqu01.html,"
Quinndary Weatherspoon
",75,1996-09-10
305,/players/h/holmeri01.html,"
Richaun Holmes
",82,1993-10-15
306,/players/g/gordoer01.html,"
Eric Gordon
",75,1988-12-25
307,/players/h/harrito02.html,"
Tobias Harris
",80,1992-07-15
308,/players/k/knoxke01.html,"
Kevin Knox
",79,1999-08-11
309,/players/m/marjabo01.html,"
Boban Marjanović
",88,1988-08-15
310,/players/b/bitadgo01.html,"
Goga Bitadze
",83,1999-07-20
311,/players/g/gilesha01.html,"
Harry Giles
",83,1998-04-22
312,/players/s/sabondo01.html,"
Domantas Sabonis
",83,1996-05-03
313,/players/g/gallida01.html,"
Danilo Gallinari
",82,1988-08-08
314,/players/g/gudurma01.html,"
Marko Guduric
",78,1995-03-08
315,/players/m/masonfr01.html,"
Frank Mason III
",71,1994-04-03
316,/players/m/mcdanja01.html,"
Jalen McDaniels
",82,1998-01-31
317,/players/m/millspa02.html,"
Patty Mills
",73,1988-08-11
318,/players/c/cookqu01.html,"
Quinn Cook
",73,1993-03-23
319,/players/i/irvinky01.html,"
Kyrie Irving
",74,1992-03-23
320,/players/s/satorto01.html,"
Tomáš Satoranský
",79,1991-10-30
321,/players/p/parkeja01.html,"
Jabari Parker
",80,1995-03-15
322,/players/b/bateske01.html,"
Keita Bates-Diop
",80,1996-01-23
323,/players/f/fournev01.html,"
Evan Fournier
",79,1992-10-29
324,/players/m/mccolcj01.html,"
CJ McCollum
",75,1991-09-19
325,/players/m/matthwe02.html,"
Wesley Matthews
",76,1986-10-14
326,/players/b/brownch02.html,"
Charlie Brown
",78,1997-02-02
327,/players/a/allenka01.html,"
Kadeem Allen
",73,1993-01-15
328,/players/a/arizatr01.html,"
Trevor Ariza
",80,1985-06-30
329,/players/h/herroty01.html,"
Tyler Herro
",77,2000-01-20
330,/players/s/smithis01.html,"
Ish Smith
",72,1988-07-05
331,/players/c/curryse01.html,"
Seth Curry
",74,1990-08-23
332,/players/s/saricda01.html,"
Dario Šarić
",82,1994-04-08
333,/players/j/johnske04.html,"
Keldon Johnson
",77,1999-10-11
334,/players/c/connapa01.html,"
Pat Connaughton
",77,1993-01-06
335,/players/a/antetgi01.html,"
Giannis Antetokounmpo
",83,1994-12-06
336,/players/m/mitrona01.html,"
Naz Mitrou-Long
",75,1993-08-03
337,/players/m/metuch01.html,"
Chimezie Metu
",81,1997-03-22
338,/players/b/bareajo01.html,"
J.J. Barea
",70,1984-06-26
339,/players/w/waltode01.html,"
Derrick Walton
",72,1995-04-03
340,/players/c/cartemi01.html,"
Michael Carter-Williams
",77,1991-10-10
341,/players/s/smartma01.html,"
Marcus Smart
",75,1994-03-06
342,/players/m/murrade01.html,"
Dejounte Murray
",76,1996-09-19
343,/players/f/fultzma01.html,"
Markelle Fultz
",75,1998-05-29
344,/players/b/brissos01.html,"
Oshae Brissett
",79,1998-06-20
345,/players/k/kurucro01.html,"
Rodions Kurucs
",81,1998-02-05
346,/players/s/shamela01.html,"
Landry Shamet
",76,1997-03-13
347,/players/w/willini01.html,"
Nigel Williams-Goss
",74,1994-09-16
348,/players/c/claxtni01.html,"
Nicolas Claxton
",83,1999-04-17
349,/players/f/fallta01.html,"
Tacko Fall
",89,1995-12-10
350,/players/w/wrighju02.html,"
Justin Wright-Foreman
",72,1997-10-27
351,/players/o/oquinky01.html,"
Kyle O'Quinn
",81,1990-03-26
352,/players/d/dragigo01.html,"
Goran Dragić
",75,1986-05-06
353,/players/a/anderky01.html,"
Kyle Anderson
",81,1993-09-20
354,/players/c/culveja01.html,"
Jarrett Culver
",78,1999-02-20
355,/players/o/oladivi01.html,"
Victor Oladipo
",76,1992-05-04
356,/players/v/vanvlfr01.html,"
Fred VanVleet
",73,1994-02-25
357,/players/g/gibsota01.html,"
Taj Gibson
",81,1985-06-24
358,/players/s/schrode01.html,"
Dennis Schröder
",73,1993-09-15
359,/players/p/porteot01.html,"
Otto Porter
",80,1993-06-03
360,/players/c/crawfja01.html,"
Jamal Crawford
",77,1980-03-20
361,/players/s/smithjr01.html,"
J.R. Smith
",78,1985-09-09
362,/players/b/brogdma01.html,"
Malcolm Brogdon
",77,1992-12-11
363,/players/f/fernabr01.html,"
Bruno Fernando
",81,1998-08-15
364,/players/b/broekry01.html,"
Ryan Broekhoff
",78,1990-08-23
365,/players/t/teaguje01.html,"
Jeff Teague
",75,1988-06-10
366,/players/b/bazemke01.html,"
Kent Bazemore
",76,1989-07-01
367,/players/h/herveke01.html,"
Kevin Hervey
",81,1996-07-09
368,/players/a/aytonde01.html,"
Deandre Ayton
",83,1998-07-23
369,/players/g/grahade01.html,"
Devonte' Graham
",73,1995-02-22
370,/players/c/caldwke01.html,"
Kentavious Caldwell-Pope
",77,1993-02-18
371,/players/k/kuzmaky01.html,"
Kyle Kuzma
",80,1995-07-24
372,/players/r/russeda01.html,"
D'Angelo Russell
",76,1996-02-23
373,/players/g/goberru01.html,"
Rudy Gobert
",85,1992-06-26
374,/players/g/gabriwe01.html,"
Wenyen Gabriel
",81,1997-03-26
375,/players/m/mokokad01.html,"
Adam Mokoka
",77,1998-07-18
376,/players/l/lowryky01.html,"
Kyle Lowry
",72,1986-03-25
377,/players/w/waitedi01.html,"
Dion Waiters
",75,1991-12-10
378,/players/s/siakapa01.html,"
Pascal Siakam
",81,1994-04-02
379,/players/m/martije02.html,"
Jeremiah Martin
",75,1996-06-19
380,/players/b/burtode02.html,"
Deonte Burton
",76,1994-01-31
381,/players/u/uthofja01.html,"
Jarrod Uthoff
",81,1993-05-19
382,/players/t/thomais02.html,"
Isaiah Thomas
",69,1989-02-07
383,/players/z/zizican01.html,"
Ante Žižić
",82,1997-01-04
384,/players/z/zelleco01.html,"
Cody Zeller
",84,1992-10-05
385,/players/l/lambje01.html,"
Jeremy Lamb
",77,1992-05-30
386,/players/a/alexaky01.html,"
Kyle Alexander
",83,1996-10-21
387,/players/h/hortota01.html,"
Talen Horton-Tucker
",76,2000-11-25
388,/players/n/nwabada01.html,"
David Nwaba
",77,1993-01-14
389,/players/b/brunsja01.html,"
Jalen Brunson
",73,1996-08-31
390,/players/w/warretj01.html,"
T.J. Warren
",80,1993-09-05
391,/players/b/bealbr01.html,"
Bradley Beal
",75,1993-06-28
392,/players/g/gayru01.html,"
Rudy Gay
",80,1986-08-17
